[488, -325, -58, 124, 54, -93, -45, 76]
[801, 0, 0, 1, 0, 0, 0, 0]
[-568, 0, 0, -1, 0, 0, 0, 0]
[-116, 0, 0, 1, 0, 0, 0, 0]
[224, 0, 0, -1, 0, 0, 0, 0]
[116, 0, 0, 1, 0, 0, 0, 0]
[-164, 0, 0, -1, 0, 0, 0, 0]
[-80, 0, 0, 1, 0, 0, 0, 0]
[135, 0, 0, 0, 0, 0, 0, 0]
[799, 1, 0, -1, 1, 0, 0, 0]
[-565, -1, 0, 1, -1, 0, 0, 0]
[-119, 1, 0, -1, 1, 0, 0, 0]
[226, -1, 0, 1, -1, 0, 0, 0]
[113, 1, 0, -1, 1, 0, 0, 0]
[-162, -1, 0, 1, -1, 0, 0, 0]
[-81, 0, 0, 0, 0, 0, 0, 0]
[136, 0, 0, 0, 0, 0, 0, 0]
[801, -1, 1, -1, 2, -2, 1, 1]
[-566, 1, 0, 1, -2, 2, 0, -1]
[-118, -2, 1, -1, 2, -2, 1, 1]
[227, -1, 2, -1, 0, 0, 0, -1]
[113, 1, -1, 1, 0, 0, 0, 1]
[-162, 0, 1, -1, -1, 1, 0, -1]
[-82, 0, 0, 0, 1, -1, 0, 1]
[135, -1, 1, -1, 0, 0, 0, 0]
[796, -569, -119, 225, 109, -167, -81, 137]
[-1, 1, -1, 0, 0, 0, 0, 0]
[2, -3, 3, -2, 2, -1, 1, -1]
[1, -1, 1, -1, 1, 0, 0, 0]
[1, -1, 2, -1, 2, -1, 1, -1]
[2, -3, 4, -3, 3, -2, 1, -1]
[0, 0, 0, 0, 0, 1, -1, 0]
[0, 1, -1, 0, -1, 0, -1, 0]
[1415, -15, -120, 42, 95, 16, -86, -11]
[-20, -31, 114, -33, -84, -3, 92, 5]
[-110, 105, -12, -11, 1, -4, -2, 27]
[25, -10, -33, 21, 6, 5, -15, -5]
[110, -107, 16, 17, 4, -1, 2, -16]
[6, -7, -8, 5, 3, -9, 7, -3]
[-91, 99, -18, -6, 5, 6, -16, 19]
[-8, 1, 34, -14, -15, -5, 20, -12]
[1033, 12, 16, 16, 22, 10, 1, 6]
[444, -12, -16, -22, -21, -5, -9, 4]
[-370, 7, 5, 15, 24, 0, -2, 6]
[-44, 8, 8, 7, 2, 4, -1, 4]
[362, -10, -10, -17, -5, -6, 0, -5]
[-56, -6, 1, 7, 3, 3, 6, 6]
[-263, 9, 1, -10, -11, -10, 1, -2]
[71, -6, -2, -1, -5, -2, 2, 2]
[1068, -16, -11, -2, -3, 2, -3, 1]
[401, 19, 9, 6, 1, 1, 0, -1]
[-332, -16, -11, -5, -1, 0, -2, 2]
[-69, 1, 8, 5, 0, 1, 1, 0]
[381, 7, -8, -2, -2, 0, -2, 1]
[-38, -12, 5, 2, 1, 1, 2, 0]
[-279, 12, -4, -1, -1, 0, -1, 0]
[87, -7, 0, 2, -2, 1, 0, 0]
[1094, 15, 11, -2, -13, -7, -9, -3]
[363, -18, -13, 3, 14, 5, 11, 1]
[-315, 5, 8, -2, -3, -3, -3, 1]
[-68, -1, -3, 4, 3, -3, 1, -2]
[364, -10, -4, -4, 3, 3, 4, 2]
[-17, 10, 1, 5, -6, 2, -2, 0]
[-294, -9, 4, -6, 6, -5, 1, -1]
[99, -1, 1, -1, -1, 0, 0, 0]
[1073, -14, -1, -3, -2, 0, 2, 2]
[394, 18, 1, 2, 4, 0, -4, -2]
[-333, -17, 2, -2, 1, -2, 5, 1]
[-56, 21, -3, -4, -3, 4, -5, 2]
[359, -7, 0, 8, -4, -2, 1, 0]
[-25, 1, -1, -4, 3, 1, -1, -1]
[-278, 10, 7, 1, -9, 0, -1, 2]
[98, 4, -2, 0, 1, 2, -1, 0]
[1538, -223, -126, -34, 18, 28, 26, 4]
[-120, 242, 145, 46, -20, -31, -16, -8]
[-129, -67, -55, -37, -10, 6, 12, 16]
[18, -80, -22, 22, 36, 6, -16, -20]
[210, 108, 54, -7, -29, -13, -2, 5]
[11, -14, -7, -4, -4, 6, 2, 1]
[-156, -81, -28, 21, 26, 1, -15, -19]
[-14, 78, 25, -9, -16, -2, 7, 9]
[1729, 0, 1, 2, 0, 0, -1, 1]
[-321, -3, 2, 2, -1, 1, -2, 0]
[-83, 2, 1, 1, -1, 1, 0, 0]
[100, 2, 0, 1, 1, 0, 0, 1]
[118, -2, 2, 2, -1, 1, 0, 1]
[12, 1, 1, 2, -1, 1, -2, 0]
[-90, 3, 2, -3, 3, -2, 0, -1]
[-89, 0, -1, 1, 0, 0, -1, 0]
[1721, 7, -1, -1, -2, 3, -2, 0]
[-311, -6, -1, 0, 2, -4, 3, -1]
[-91, 3, -1, -2, -1, 3, -2, 1]
[107, -6, -2, 2, 0, -1, 1, 0]
[118, 4, -4, 0, -1, 3, -2, 0]
[6, 1, 0, 1, -1, 0, 0, 0]
[-89, 0, 3, -3, 3, -2, 0, -1]
[-94, -2, 4, -2, 2, -2, 1, 0]
[1656, 22, -4, 4, 0, 2, 1, 1]
[-244, -20, 0, -1, 0, -1, -2, 1]
[-113, 7, -1, 4, -1, -2, 0, -1]
[74, 9, -2, 8, -2, 2, 1, 0]
[136, -7, 2, 2, 1, -5, -1, 0]
[0, -1, 2, -1, 0, -5, 2, -1]
[-109, 5, -4, 6, 3, 6, -1, 1]
[-61, -12, 2, -3, 1, -2, 0, -2]
[1522, 35, 4, 2, 1, 3, 0, 1]
[-102, -37, -6, -6, 2, -5, -1, -1]
[-144, 4, -4, 0, 2, 2, 0, 1]
[12, 18, -3, 6, -5, 4, -3, 2]
[202, -20, 0, -6, 2, -1, 2, -1]
[-3, 0, 2, 0, 1, 0, 0, 1]
[-169, 25, 1, 1, -1, 2, -2, -1]
[-8, -15, 1, -2, 2, -1, 1, 0]
[1160, 182, 58, -16, -24, 4, 7, -4]
[295, -216, -62, 28, 31, -7, -10, 6]
[-296, 108, 14, -21, -19, 7, 9, -6]
[-48, -7, 29, 26, 4, -11, -8, 3]
[337, -48, -41, -13, 7, 8, 7, -3]
[-40, 24, 12, -17, -3, 4, -6, 5]
[-237, 5, 9, 31, 2, -8, 3, -4]
[71, -12, -15, -10, -2, 3, -4, 1]
[983, 7, -2, -3, 1, 1, 0, 0]
[506, -6, 9, 3, 3, 1, -1, 1]
[-415, 5, -5, -4, 1, -1, 0, -1]
[-28, 1, 4, -1, -4, -2, 1, 1]
[375, -6, -5, 1, 5, 1, -1, -1]
[-53, 6, -1, 0, -4, 0, 1, 1]
[-245, -5, -6, 1, 3, 2, -1, 1]
[75, 5, -1, -1, -3, -1, -1, 0]
[972, -2, 0, 2, 0, -1, 0, 1]
[520, 6, 2, -5, 2, -1, 0, -1]
[-416, -2, -3, 1, -1, -1, 0, 0]
[-23, 0, 2, -4, 2, 0, 1, -1]
[385, 0, -5, 3, -1, 0, -1, 0]
[-67, 1, 1, 0, 0, 3, -1, 1]
[-238, 0, -2, -2, 1, -3, 1, 0]
[63, 4, -2, 2, -2, 1, -2, 0]
[1043, -65, 10, 5, -2, 1, 0, -1]
[437, 81, -10, -10, 4, -3, 0, 0]
[-366, -49, 9, 4, -2, 2, 0, 0]
[-42, 14, 1, 0, 3, -1, 2, 1]
[363, 5, 4, 1, -1, 0, -1, -1]
[-43, -17, -3, -2, 4, -2, 2, 1]
[-262, 15, 3, 2, -1, 1, 0, 1]
[71, -11, -1, -2, 2, 0, 2, -1]
[1432, -192, -45, -6, 6, 4, 2, -2]
[-15, 209, 61, 14, -11, -6, -5, 2]
[-146, -55, -47, -15, -4, 6, 2, 1]
[-44, -59, 19, 36, 18, -7, -2, -2]
[268, 80, -3, -20, -15, 6, 0, -1]
[8, -20, -21, -7, 8, 10, -5, 3]
[-225, -74, 23, 18, -6, -3, 0, -1]
[40, 64, -21, -8, -2, 4, -2, 1]
[1714, -2, -3, 2, -10, -5, -6, 3]
[-312, 1, 9, 3, 5, 7, -1, -2]
[-89, -3, 1, 4, -5, -4, 0, 4]
[93, -1, -5, 0, 1, -7, 1, -5]
[111, 3, 2, 2, -2, 6, 0, 4]
[9, -3, 7, -2, 0, 3, 0, 0]
[-91, -6, 1, -7, -3, -2, -2, 0]
[-87, 9, 0, 1, 1, 1, 2, 1]
[1665, 43, -5, 0, -2, -1, 0, 0]
[-255, -46, 3, -2, 2, 5, 0, 1]
[-107, 6, 3, 0, -2, -3, 4, -1]
[81, 13, -2, 4, 0, 2, -5, 1]
[140, -24, -3, -2, -1, -3, 3, -1]
[7, 9, 2, 0, 3, 0, -2, 1]
[-109, 19, 1, 0, -3, -1, 1, -1]
[-76, -17, 7, -5, 6, -3, 3, -2]
[1518, 56, -9, 10, -8, 8, -5, 2]
[-101, -57, 8, -7, 6, -7, 4, -1]
[-126, 1, 18, -17, 16, -10, 6, -3]
[-1, 38, -15, 21, -17, 13, -9, 5]
[225, -34, 9, -14, 13, -8, 5, -4]
[20, -18, 23, -15, 7, -9, 6, -4]
[-198, 49, -31, 28, -19, 18, -11, 5]
[6, -32, 25, -22, 17, -14, 10, -4]
[1057, 22, 29, 31, 27, 17, 17, -1]
[407, -32, -48, -46, -38, -27, -13, 1]
[-340, 27, 36, 41, 32, 15, 13, -4]
[-76, -30, -33, -22, -21, -14, 2, 4]
[389, 24, 29, 26, 14, 5, -7, -4]
[-52, -17, -21, -12, -2, 6, 8, 7]
[-259, 14, 12, 2, 2, -3, -10, -4]
[83, -7, -5, -6, 1, 2, 6, 4]
[1080, 1, -22, -12, 21, 13, -11, -11]
[389, -3, 29, 18, -31, -14, 12, 17]
[-330, 12, -23, -15, 25, 11, -12, -13]
[-64, -11, 15, 14, -18, -8, 7, 4]
[361, 8, -6, -4, 4, 2, -2, -5]
[-34, -4, 1, -5, 6, -3, 0, 1]
[-276, -1, 0, 11, -23, 5, 2, 1]
[96, 8, -4, -8, 8, -4, 0, 1]
[1024, 8, 9, 1, 4, -1, 1, 0]
[453, -12, -14, 0, -4, 3, 1, 0]
[-377, 10, 10, 1, 5, -4, 1, -1]
[-57, -7, -9, 2, 0, 1, 2, 0]
[379, 5, 4, -1, 0, -7, -1, -1]
[-58, -2, -5, 0, 3, 4, 2, 0]
[-264, 0, -1, -3, -2, -3, -2, -1]
[73, -1, -2, 0, 1, 2, 1, 1]
[1073, -66, 43, -34, 31, -16, 10, -5]
[396, 72, -47, 35, -34, 15, -10, 6]
[-354, -28, 15, -8, 14, -1, 3, -2]
[-45, -10, 15, -17, 8, -10, 5, -2]
[355, 27, -18, 19, -11, 11, -5, 3]
[-43, -11, 3, -5, 0, -3, -1, -1]
[-265, -8, 18, -12, 13, -9, 7, -2]
[70, 7, -12, 9, -8, 6, -4, 2]
[1344, 0, -5, -4, -3, 4, -3, 8]
[90, 6, 6, 2, 3, 0, 2, -4]
[-216, -13, 1, 5, 4, -1, -2, -2]
[-4, 10, -2, -15, -7, -2, -2, 3]
[278, -7, 2, 11, 3, 3, 1, -3]
[-3, -2, -4, 2, 6, 3, -7, 4]
[-210, 15, -2, -12, -13, 8, 3, 1]
[28, -11, 0, 5, 5, -3, -1, -2]
[1322, 3, 6, 8, -13, 0, -2, 7]
[113, -5, -4, -11, 11, 1, 0, -9]
[-218, 3, 3, 6, -2, -4, 0, 4]
[-19, -2, -9, 5, -2, 4, 4, 6]
[284, 4, 6, -4, 6, -4, -4, -4]
[-14, -7, 2, 4, -2, 3, 2, 3]
[-231, 9, -3, 1, -2, 1, -3, -1]
[38, -5, -1, 1, 4, -1, 3, -1]
[1264, 34, -1, -3, 5, 2, -2, 0]
[175, -34, -1, 4, -3, -4, 1, 0]
[-238, 10, 1, 2, -2, 2, -1, 0]
[-42, 8, 0, -3, 0, -3, -1, 0]
[312, -13, 0, 5, -2, 2, -1, 1]
[-5, 3, 2, -7, 5, -5, 3, -2]
[-258, 7, -5, 7, -5, 5, -4, 2]
[61, -10, 2, -3, 0, -2, 1, 0]
[1171, -17, -7, -2, -4, 0, -2, 4]
[287, 17, 7, 4, 4, -1, 2, -3]
[-278, -13, -8, 2, -2, -1, -4, 1]
[-56, 2, 4, 0, -3, -2, 3, 2]
[346, 4, 1, 3, 4, -4, -5, -2]
[-24, 0, 4, -3, -1, 4, 3, 1]
[-271, -1, -2, -1, 1, -2, -3, -1]
[74, 1, 0, 0, 0, 3, 3, 0]
[1154, 18, -4, 2, -1, 1, -2, 1]
[311, -20, 1, 1, 0, 1, 1, 0]
[-291, 9, -3, 0, 0, 0, -1, 1]
[-49, -1, 1, 1, 0, 0, 1, -1]
[344, -1, -2, -1, 0, -1, 0, 0]
[-20, 2, -1, 3, -2, 2, -1, 2]
[-278, 5, -1, 0, -2, 1, -1, 1]
[76, -1, 0, -1, 1, 0, 1, 0]
[1092, 6, 2, 5, 2, 11, 6, 6]
[376, -6, -2, -7, -4, -10, -5, -2]
[-320, 12, -1, -2, 6, 6, 0, -2]
[-65, -5, 1, 3, -7, -1, 0, 1]
[357, 4, 4, 0, 7, -1, 1, -3]
[-30, -4, -5, -1, -4, -1, -1, 1]
[-293, 2, 3, 3, 1, 2, 1, -1]
[83, -2, -1, -2, 0, -1, 0, 0]
[1070, -3, 8, 0, -2, -1, 3, -1]
[400, 0, -5, 0, 4, -1, -2, 1]
[-332, 1, 5, -4, -1, -1, 1, -2]
[-71, -2, -5, 4, 1, -2, 0, 1]
[372, 6, -4, 2, -2, 3, -2, 1]
[-37, -6, 3, -3, 2, -4, 3, -1]
[-285, -1, 4, -4, 2, 0, 1, -1]
[81, -1, 1, 3, -1, 0, 1, 1]
[1218, 25, -23, -12, -6, -6, -4, -1]
[221, -34, 24, 8, 11, 13, 6, 4]
[-252, 12, -11, -12, 1, -3, -3, -3]
[-67, 5, -4, -3, -16, 5, -2, 3]
[331, -10, 11, 8, 8, 3, 0, 1]
[-21, 3, 1, -3, -7, -1, 0, 2]
[-268, 5, -4, 6, 0, 1, -2, 0]
[75, -5, 4, -6, 4, -1, 2, -1]
[1068, 28, 18, -1, 6, 0, 2, -1]
[403, -34, -21, 3, -2, -4, -2, 0]
[-334, 29, 16, -3, -3, 4, -2, 1]
[-70, -11, -1, 1, -5, 0, 0, 0]
[368, 2, -7, 0, 1, 1, 1, 0]
[-35, 2, 11, -1, -1, -2, 0, 0]
[-275, -7, -11, 2, 1, 1, 0, 1]
[97, 4, 7, -2, 0, 0, 1, 0]
[1075, 3, 1, 0, -1, 2, 0, 0]
[399, -3, -4, 2, 1, 0, 0, 0]
[-337, 2, 4, -1, -1, 0, 0, 0]
[-77, -4, -1, 0, 2, -2, 0, 0]
[372, 3, 1, -2, -1, 0, 0, 0]
[-34, -1, -3, 2, -1, 1, 0, 0]
[-273, 1, 2, -1, 0, 0, 0, 0]
[98, -1, 0, 2, 0, 1, 0, 0]
[1064, 2, 1, -2, 2, -1, 0, 0]
[406, -1, -3, 3, -2, 0, -1, 0]
[-340, 3, 0, -1, 1, 0, 0, 0]
[-68, -1, 0, 3, -1, 2, 0, 0]
[371, 1, -1, -1, 0, 0, 0, 0]
[-38, -3, 1, 0, 1, -1, 1, 0]
[-272, 1, 0, -1, 0, 0, 0, 0]
[96, -1, 1, 0, 1, -1, 0, 0]
[1062, 2, -3, -1, 3, -1, 1, 0]
[407, -4, 3, -1, -3, 1, 0, 0]
[-346, 1, -4, 1, 3, -1, 1, 0]
[-68, -2, 2, 0, -4, 1, -1, 0]
[368, 0, -2, 1, 3, -1, 0, 0]
[-32, 3, 1, 0, -3, 1, -1, 0]
[-275, -1, -1, 0, 1, -1, 0, 0]
[99, 1, 0, 0, -2, 0, 0, 0]
[1054, 1, -3, 1, 0, 0, 1, 0]
[419, 1, 5, -2, 2, 0, -1, 0]
[-355, 0, -1, 0, 1, -2, 1, 0]
[-58, -3, 2, 0, -1, 1, -2, 0]
[363, -1, -1, -2, 1, -2, 2, 0]
[-30, 0, -1, 2, -1, 3, -2, 0]
[-280, 1, 1, 0, 0, 0, 2, 0]
[96, 0, -1, 1, 0, 1, -1, 0]
[1053, 0, -1, -1, 0, 1, 0, 0]
[424, 1, 4, 0, -1, 1, 0, 0]
[-349, 1, -4, 0, -1, 1, 0, 0]
[-60, 1, 1, 1, 0, 0, 1, 0]
[374, 1, -2, 0, -1, 1, -1, 0]
[-41, -1, 2, 0, 1, -1, 1, 0]
[-272, 0, 0, -1, -1, 0, -1, 0]
[90, -1, 1, 0, 1, -1, 0, 0]
[1048, 5, -1, 4, 0, -1, -1, 1]
[424, -8, 3, -6, 2, 0, 1, -1]
[-357, 5, 0, 4, 0, -2, 0, 1]
[-60, -3, 1, -5, 1, 1, 0, 0]
[371, 1, -1, 4, 0, -1, -1, 0]
[-37, 1, -2, -2, -1, 2, -1, 0]
[-271, -1, 0, 2, 0, -1, 0, 0]
[93, 1, 0, -1, 0, 0, 0, 0]
[1038, 3, 0, 1, -2, 1, -1, 1]
[439, -4, 1, -3, 2, -1, 2, -1]
[-361, 2, 0, 1, -3, 1, -2, 1]
[-58, -2, -1, -2, 4, -1, 2, -1]
[375, -1, 0, 0, -3, 1, -1, 0]
[-50, 1, 0, -1, 3, -1, 1, 0]
[-264, -1, 1, 0, -3, 0, -1, 1]
[86, 1, 0, 0, 1, 0, 0, 0]
[1033, -2, 0, -2, -1, -1, 1, 0]
[449, 3, -1, 4, 1, 0, -2, 0]
[-366, -1, -1, -1, -2, 0, 0, 0]
[-52, 1, 0, 2, 1, -1, -1, 0]
[375, -1, 0, 0, -1, 0, 1, 0]
[-49, 1, -1, 0, 0, 0, -1, 0]
[-264, 0, -1, 1, -1, 1, 0, 0]
[84, 2, -2, 1, -1, 2, -2, 0]
[1021, 5, -1, 2, 1, -1, 0, 0]
[458, -6, 2, -2, -1, 1, -1, 0]
[-378, 4, -3, 3, 0, -1, 1, 0]
[-46, -5, 4, -3, 1, 1, 0, -1]
[377, 1, -5, 4, -2, 1, 0, 1]
[-53, -1, 4, -4, 3, -1, 0, -1]
[-269, -1, -1, 0, 1, -1, 1, 1]
[73, 0, 3, -3, 3, -2, 0, 0]
[1016, 5, 0, 0, 1, -1, -1, 0]
[469, -7, -1, 2, -3, 3, -1, 1]
[-381, 3, 1, -1, 1, -3, 0, 0]
[-44, -4, 0, 1, 0, 2, 1, 1]
[373, -1, 2, -1, 2, -2, 0, 0]
[-52, 1, -1, 1, 1, 1, 1, 1]
[-258, -2, 1, 0, -1, 0, -1, 0]
[83, 1, -1, 1, -1, 1, 0, 0]
[1010, -4, 1, -1, -1, 1, 1, 0]
[474, 6, -2, 2, 2, -1, 0, 0]
[-387, -5, 2, -1, -2, 2, 1, 0]
[-41, 4, -1, 2, 1, 0, -1, 0]
[379, -4, 1, -2, -1, 0, 1, 0]
[-51, 5, -2, 2, 1, 0, -1, 0]
[-256, 0, -1, 0, -2, 0, 0, 0]
[78, 3, -2, 2, -1, 1, -1, 0]
[1009, -1, 3, 2, 3, 0, -1, 0]
[476, -1, 0, -3, -4, 0, 0, 0]
[-386, -2, 6, -2, 7, -3, 1, -1]
[-42, -3, 0, 0, -4, 0, 0, 0]
[380, 5, -2, 1, 1, 1, -2, 0]
[-60, -2, -1, 1, -2, 1, 0, 1]
[-259, 0, 1, -3, 2, -2, 0, 0]
[69, -3, 3, -2, 2, -1, 1, 0]
[1007, 11, -2, -2, 1, -1, 1, 1]
[477, -11, -5, 5, 4, 0, 1, 0]
[-391, 6, 0, 2, 4, 1, 1, 1]
[-35, 2, 0, -3, -1, -2, -1, -1]
[372, -11, 0, 4, 3, 2, -1, 1]
[-54, 6, -1, -4, -2, 0, 0, -1]
[-255, -6, -4, 3, -3, 2, -2, 1]
[78, 6, -2, 1, 0, 2, 0, 0]
[1006, 0, -3, -1, 1, 0, -1, 0]
[480, 0, 3, 1, -2, -1, 1, 0]
[-392, 0, -2, -1, 2, 0, 0, 0]
[-41, 0, 0, 1, -2, 1, 0, 1]
[380, 0, 1, 0, 2, -1, 1, -1]
[-61, 0, -2, 0, -2, 1, -1, 1]
[-260, 0, 1, -1, 1, -2, 1, -1]
[67, 0, -1, 0, -1, 0, -1, 1]
[997, 6, 0, 1, 0, 1, 1, 0]
[488, -4, 2, -3, 1, -1, 0, 1]
[-400, 6, -2, 2, 0, 2, 0, 0]
[-37, -6, -2, 1, 0, -1, -2, 1]
[379, 4, -1, 1, -1, 2, 0, 0]
[-61, -5, -2, 1, 0, -1, -2, 1]
[-260, 4, 2, -1, -1, 1, 1, 0]
[66, -1, 0, 0, 0, 0, 0, 0]
[994, 1, 2, -2, 1, 0, -1, 0]
[492, -1, -3, 3, -1, 0, 1, 0]
[-403, 0, 2, -2, 0, 0, -2, 0]
[-33, 1, -3, 1, -2, -1, 0, 0]
[377, -1, 0, -1, 0, 1, -2, 0]
[-60, 1, -1, 1, -1, -1, 1, 0]
[-262, -2, 1, 0, 1, 1, -1, 0]
[66, 1, 1, -1, 1, -1, 1, 0]
[995, -2, 0, 4, 0, 1, 0, 0]
[494, 0, -1, -4, -1, 1, 0, 0]
[-403, -3, -1, 4, 0, 0, 0, 0]
[-36, 2, 0, -3, -1, 1, 0, 0]
[380, -3, -2, 2, 0, -1, 0, 0]
[-63, 2, 1, -2, -1, 1, 0, 0]
[-256, -2, -1, 0, 0, -1, 0, 0]
[65, 1, 1, -1, 0, 0, 0, 0]
[992, 1, -1, 2, 0, 2, 0, 0]
[499, -1, 1, -3, 0, -2, 0, 0]
[-406, 1, -1, 3, 0, 2, 0, 0]
[-35, 0, 1, -2, 0, -2, 0, 0]
[378, 0, 0, 1, 0, 1, 0, 0]
[-63, 0, 0, -1, 0, -1, 0, 0]
[-255, 0, 0, 0, 0, 0, 0, 0]
[65, 0, 0, 0, 0, 0, 0, 0]
[992, -1, 1, 0, 0, 0, 0, 0]
[497, 2, 0, -1, 0, 0, 0, 0]
[-403, -2, 0, 1, 0, 0, 0, 0]
[-37, -1, -1, 0, 0, 0, 0, 0]
[381, 1, 0, 0, 0, 0, 0, 0]
[-67, -1, 0, -1, 0, 0, 0, 0]
[-254, 1, 1, 0, 0, 0, 0, 0]
[64, -1, 0, 0, 0, 0, 0, 0]
[993, 0, -1, 0, -1, 0, 1, 0]
[498, 0, 1, 0, 2, 0, -1, 0]
[-402, 0, -1, 0, -2, 0, 1, 0]
[-35, 0, 1, 0, 2, 0, -1, 0]
[380, 0, -1, 0, -1, 0, 1, 0]
[-62, 0, 1, 0, 1, 0, -1, 0]
[-254, 0, 0, 0, -1, 0, 1, 0]
[65, 0, 0, 0, 0, 0, 0, 0]
[985, 2, -1, -1, 0, 1, -1, 1]
[506, 0, -1, 3, 0, -2, 1, -1]
[-413, 1, 0, -1, 0, 1, 0, 1]
[-30, 1, 2, 0, 1, -2, 0, -1]
[378, -1, -1, 0, -1, 1, -1, 1]
[-61, 1, 4, -2, 2, -2, 1, -1]
[-252, -3, 1, -1, 1, -1, 0, 0]
[65, 2, 1, 0, 0, 0, 0, 0]
[986, 1, -1, -4, 2, -2, 1, 0]
[502, -3, 4, 2, -2, 1, 0, 0]
[-408, 1, -2, -3, 1, -1, 0, 0]
[-33, 1, 1, 1, 1, 0, 1, 0]
[378, 0, -1, 0, -2, 0, 0, 1]
[-57, 3, -2, 2, 0, 1, -1, 0]
[-245, 2, -2, 3, -3, 2, -2, 1]
[63, 0, 0, 0, 0, 0, 0, 0]
[993, -1, -1, 0, 0, 0, -1, 0]
[505, 5, -2, 0, -1, 0, 1, 0]
[-407, -4, 1, 0, 1, 0, 0, 0]
[-34, 1, 1, -1, 0, -1, 1, 0]
[373, -4, 1, 1, 1, 0, 0, 0]
[-65, 0, 2, -2, 1, -2, 1, 0]
[-258, -3, 2, -2, 2, -1, 1, 0]
[64, 1, 0, -1, 0, 0, 0, 0]
[988, 0, 2, 2, -2, 0, 1, 1]
[502, 0, -3, -1, 1, 1, -1, 0]
[-406, 3, 3, 0, -1, -1, 1, 0]
[-31, -2, 0, 1, 0, 1, 0, 1]
[384, 1, -1, -1, 0, -1, 0, -1]
[-60, 0, 3, -1, 1, 0, 0, 1]
[-243, 0, -1, 0, 0, -1, 0, 0]
[63, 0, 1, 0, 0, 0, 0, 0]
[988, -2, 1, -2, 1, -1, 1, 0]
[499, 0, 1, -1, 0, 0, 0, 0]
[-403, 0, 0, 0, 0, 0, 0, 0]
[-34, 1, -1, 1, -1, 1, 0, 0]
[381, 1, 0, 1, 0, 1, 0, 0]
[-57, 2, -3, 3, -2, 2, -1, 0]
[-246, 3, -1, 2, -1, 2, -1, 0]
[63, 1, -1, 1, 0, 1, 0, 0]
[993, 0, 0, 2, -2, 2, -1, 0]
[505, 1, -2, 0, 1, -2, 1, 0]
[-406, -1, 2, 1, -1, 2, -1, 0]
[-37, 0, -1, 0, 1, -2, 1, 0]
[375, 0, 3, -2, 1, 0, 0, 0]
[-67, -3, 0, 0, 1, -2, 1, 0]
[-256, -1, 2, -3, 2, -1, 1, 0]
[63, -1, 0, 0, 0, -1, 0, 0]
[985, -1, 1, -1, 0, -1, 1, -1]
[505, -1, -2, 2, 2, 1, -1, 1]
[-412, -1, 1, -1, 0, -1, 1, 0]
[-30, 0, 0, 1, 0, 1, -1, 0]
[379, 1, -1, 0, -1, 0, 0, 1]
[-58, 0, 0, 0, 0, 1, -1, 1]
[-248, 3, -3, 2, -2, 1, 0, 0]
[66, 0, 0, 0, 0, 0, 0, 1]
[992, 0, 0, 0, 0, 0, 0, 0]
[498, 0, 0, 0, 0, 0, 0, 0]
[-404, 0, 0, 0, 0, 0, 0, 0]
[-33, 0, 0, 0, 0, 0, 0, 0]
[377, 0, 0, 0, 0, 0, 0, 0]
[-65, 0, 0, 0, 0, 0, 0, 0]
[-259, 0, 0, 0, 0, 0, 0, 0]
[65, 0, 0, 0, 0, 0, 0, 0]
[994, 1, -1, 0, 0, 1, 0, -1]
[501, -3, 0, 0, 0, -1, -1, 0]
[-405, 3, -1, 0, 0, 1, 1, 0]
[-33, -1, 1, 1, -2, 0, -1, 1]
[377, 2, -1, 0, 0, 1, 1, 0]
[-63, 0, 0, 2, -2, 1, -1, 0]
[-259, 0, -1, 0, 1, 0, 1, -1]
[65, 0, 0, 1, -1, 1, 0, 0]
[996, 3, -2, 0, -1, 1, 0, 0]
[501, -1, 2, 2, -1, 1, -1, 0]
[-404, 3, -2, -1, -1, 1, 0, 0]
[-39, -2, 1, 0, 1, -1, 0, 0]
[377, 1, 0, -1, -1, 0, 0, 0]
[-69, -1, 0, 0, 2, -1, 1, 0]
[-257, 0, 1, 0, -1, 1, 0, 0]
[63, 0, 0, 0, 1, 0, 1, 0]
[991, -8, 6, 0, 1, -1, 0, 0]
[498, 9, -7, 0, -2, 1, 0, 0]
[-405, -8, 6, -1, 1, -1, 0, 0]
[-34, 4, -4, -1, 0, 0, 0, 0]
[379, 0, 0, 2, -1, 0, -2, 0]
[-64, -1, 0, -1, 1, -1, 1, 0]
[-255, 1, 0, -1, 0, -1, 0, 0]
[65, -4, 3, -3, 2, -1, 2, 0]
[1021, -8, 6, 0, 0, 1, 0, 0]
[462, 11, -10, 1, -2, 1, 0, 1]
[-378, -5, 6, 0, 0, 3, 0, 0]
[-42, 3, -5, -1, -1, -1, 1, 0]
[367, 1, 5, 0, 1, 2, 0, 0]
[-46, -4, 0, -3, 2, -4, 1, -1]
[-263, 2, 2, 2, 0, 2, 0, 0]
[87, -2, 0, -1, 1, -1, 1, -1]
[1039, -2, -4, -3, 0, 2, -1, 0]
[436, -2, 5, 4, -1, -2, 2, 0]
[-367, -1, -4, -5, 2, 2, -1, 0]
[-54, 3, 6, 3, 1, -2, 2, 0]
[371, -1, -5, -2, 0, 1, 0, 0]
[-35, 3, 4, 3, 0, -1, 1, 0]
[-269, -1, -3, 0, 0, 1, -1, 0]
[91, 2, 2, 1, 0, 0, 0, 0]
[1050, 1, 2, -1, -3, 0, -1, 0]
[429, 2, -5, 3, 4, -1, 1, 0]
