[488, -325, -58, 124, 54, -93, -45, 76]
[-3, -1, -2, -4, 0, -2, 3, 0]
[-2, 4, 3, 0, 2, 0, 0, 0]
[818, 157, 36, -56, 33, -201, 106, 78]
[189, -150, 59, -138, 141, -37, -6, 1]
[-3, -34, 19, -30, 85, -9, -63, 18]
[-11, 18, -39, 64, -59, 6, 11, 7]
[-6, -15, 15, 21, -88, 43, 18, -21]
[8, -30, 31, -26, -7, 20, -11, -7]
[-4, -5, 28, -28, 32, 4, -20, -3]
[-13, 18, -5, 0, -18, 5, 13, -3]
[529, 0, 135, 36, 33, 43, 23, -4]
[194, 224, 3, -12, 47, 85, 47, 8]
[298, -133, -77, 12, -8, 53, 24, 3]
[94, -151, -21, -98, 15, 34, 17, 4]
[66, -128, -87, 42, 36, 33, 30, 11]
[60, -104, 39, 56, 11, 43, 20, 10]
[70, -38, 51, 49, 37, 2, -6, -3]
[44, -10, 43, 27, -4, -13, -2, -10]
[1047, -376, 8, 95, -61, 84, -87, 13]
[162, -77, 99, -88, 47, -138, 103, 10]
[113, 110, -58, 0, -12, 59, -5, -46]
[139, 133, -38, -13, 29, 51, -65, 31]
[219, 52, -29, 0, 0, -8, 0, 5]
[152, 69, -60, 40, -12, -37, 27, 1]
[94, 27, -8, 8, -33, 26, 6, -10]
[18, 41, 19, -17, -12, 20, -6, -7]
[310, 22, 49, 12, 30, 10, -10, 2]
[-49, -17, -24, 40, 32, 47, 51, 22]
[35, 28, 37, 36, 12, 18, 5, 1]
[11, 21, 10, -14, -24, -25, -12, -15]
[-39, -54, -38, -16, 24, 28, 27, 5]
[25, 31, 42, 17, -11, -7, -9, -5]
[-21, -21, -34, -22, -13, -15, 10, -1]
[4, 3, 6, 3, -8, -5, -1, -1]
[501, -102, 11, -18, 8, -2, 7, -2]
[-89, 5, -5, 7, -5, -3, -3, 0]
[-2, -1, -4, 2, -7, 7, -2, 3]
[-30, 2, 11, 16, 3, 5, 3, -3]
[1, 1, 5, 2, -9, 2, 4, 2]
[-16, 0, 2, -7, -6, 0, -4, 3]
[2, -7, 4, -6, 2, 8, -4, 1]
[-3, 2, -3, 3, 1, -2, -1, -3]
[777, -12, -20, 9, -7, 0, 3, -1]
[-87, -30, -17, 7, 7, 0, -2, 1]
[-36, 0, -2, 10, 2, -6, 2, 1]
[-21, -12, 0, -3, 5, 4, -1, 0]
[0, 7, 22, 1, -8, -2, -4, 0]
[-6, -1, -11, 6, -6, -3, 1, -1]
[-5, 4, 8, 1, -4, 5, -3, 1]
[0, -3, -2, -3, 3, -3, 2, -1]
[864, -273, -96, 27, 99, 73, 8, -8]
[-78, -44, 47, 92, 50, -8, -37, -33]
[-14, -11, -9, 21, -18, -21, -7, 5]
[-24, -15, -1, -5, -6, -6, 9, 19]
[7, 1, 14, -9, -10, -18, -5, 4]
[-7, 4, 8, -4, -14, -2, 7, 4]
[6, -1, 5, -8, -18, -11, 2, -1]
[0, 6, -1, 4, 5, 4, 0, 1]
[1497, -378, 90, 60, -58, -1, 13, -6]
[-86, 21, 87, -61, -38, 65, 11, -41]
[-4, 4, -17, -18, 35, 13, -30, 1]
[-6, 6, 9, -7, 7, -16, -10, 35]
[-13, 0, 14, 1, 12, -4, -11, 7]
[0, 4, -1, -6, 4, 2, -1, 8]
[-4, 2, 5, 0, 4, 2, -4, 0]
[-6, -2, -1, -1, 1, 0, -1, 4]
[855, 386, 424, 262, -225, 58, -49, -52]
[-8, 246, 13, -288, 63, -160, 34, 108]
[-23, 22, -85, -1, 5, 43, 114, 25]
[0, 59, -40, 42, -71, 12, -26, -24]
[6, -28, -10, 41, -60, 71, -21, 21]
[-1, 3, 13, -19, 20, -7, -10, -10]
[7, -15, 26, -35, 38, -26, 12, 0]
[12, -19, 7, -6, 15, -14, 10, -9]
[623, 152, -125, 156, -22, -303, -91, 24]
[71, -103, -38, 53, 86, 32, 90, 22]
[-92, -37, 32, -230, -17, 223, 60, -21]
[-5, 23, -5, -22, 12, -12, -72, 1]
[-32, -19, -70, -39, -67, -8, -9, -15]
[-59, -4, -64, -2, -39, 21, -14, -10]
[-27, 21, -29, 66, 27, 11, 6, 16]
[-30, -10, -30, 3, 1, 27, 11, 1]
[576, 207, 237, 89, -35, -144, -159, -81]
[67, -24, 11, 58, -8, 43, -6, 5]
[-1, 51, -3, 0, 2, -26, -4, -8]
[9, -33, 57, -57, 25, 1, 3, 16]
[15, 13, 27, 22, -84, 36, -40, 2]
[-15, -4, -12, 19, -39, 12, 18, -4]
[2, -8, 5, -2, 13, -22, 1, -4]
[4, -8, 0, -7, -1, -6, -16, 6]
[366, 18, 67, 36, 16, -4, -6, 0]
[-14, -44, -58, -19, 6, -3, 12, 1]
[24, 56, 21, 4, 14, -16, -10, -6]
[-15, -15, -10, 5, 8, 24, 14, 1]
[15, -28, -18, -5, -35, -18, -14, 0]
[9, 8, 22, 11, -15, 1, -9, -2]
[-2, -5, -2, 2, 4, 6, 15, 13]
[3, 3, -3, -4, -7, -11, -8, 1]
[367, 24, -15, 11, 0, -6, 0, 0]
[5, 13, -2, -3, 0, 4, -4, 1]
[5, -5, 12, -3, 6, -4, 2, -2]
[0, -12, 0, 2, -6, 1, -3, 2]
[-4, 3, -2, 6, 0, -4, 4, -1]
[8, -11, -1, -10, 0, 3, 0, 0]
[4, -4, 2, 0, 2, -3, 1, 0]
[-1, 0, -1, -1, -1, 1, -1, 0]
[517, -129, -203, 351, -139, -113, 125, -29]
[-6, -23, 69, -19, -93, 98, -28, -13]
[-12, 5, 18, -14, 18, 13, -25, 15]
[19, -5, 3, 18, -19, 7, 11, -19]
[14, -13, -10, 10, 13, 11, 7, -5]
[-26, 30, 28, -18, -5, 4, 2, -6]
[1, 3, 0, -3, 3, -3, 5, -1]
[1, -5, 2, 2, -7, 4, -1, -1]
[443, -272, -41, 83, 39, -18, -18, -6]
[-27, -2, 16, 22, -19, -16, 3, 12]
[-10, -1, -2, 3, -12, 8, -3, 4]
[18, 8, -5, 5, -4, 1, -3, 0]
[2, 0, 0, 7, -6, 5, -2, 1]
[-11, 4, -6, 5, 0, 0, -2, 2]
[1, -1, -1, 1, -1, 1, 0, 2]
[-4, 4, -4, 4, -1, 1, 0, 1]
[701, -299, 190, -63, 109, -65, 24, 2]
[-124, -157, 72, -49, 106, -80, 30, 1]
[-94, 77, -126, -6, 35, -56, 29, -2]
[68, -18, -60, 11, -17, -32, 20, -9]
[37, -10, 21, 7, -12, -9, -5, -5]
[-14, 13, 10, 14, 17, 16, -12, 0]
[10, -12, 0, -1, 5, 11, 4, 1]
[11, -1, -4, -11, 2, 3, -2, 11]
[1475, 170, 63, -91, -188, -135, 21, 89]
[83, 116, 113, 105, 92, 68, 41, 23]
[-36, -51, -47, -46, -40, -25, -16, -10]
[-6, -8, -6, -6, -6, -3, -3, -4]
[16, 23, 22, 23, 19, 14, 12, 2]
[-7, -9, -9, -11, -8, 0, -5, -6]
[-8, -7, -8, -10, -6, -3, -4, -4]
[7, 12, 13, 9, 9, 12, 3, -2]
[796, -570, -118, 224, 111, -167, -81, 136]
[0, 0, 0, 0, -1, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[-1, 1, -1, 0, -1, 1, -1, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[-1, 1, -1, 0, -1, 1, -1, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[1, -1, 0, 0, 0, 0, 1, 0]
[1027, 453, -376, -36, 375, -41, -256, 71]
[22, -29, 13, -9, -6, 4, -11, 5]
[3, 0, 1, 7, 2, 2, -2, 1]
[-13, 15, -12, 1, -7, 2, -5, 3]
[-17, 26, -12, 4, 0, -2, 10, -1]
[19, -21, 11, -3, -4, 1, -9, 2]
[-11, 10, -8, 3, 3, -1, 5, -1]
[0, 0, -1, 3, -5, 4, -3, 0]
[215, 12, -34, -13, 1, 8, 4, -1]
[-30, 34, 18, 22, -2, -4, 1, 1]
[-45, 27, 11, -7, -9, -5, 3, -1]
[-54, -17, -7, -5, 15, -2, 3, 2]
[36, -51, -2, 4, -15, -7, 4, -1]
[-9, 43, 12, 5, -1, -5, 1, 1]
[-9, -18, -1, -2, 2, 6, -3, 0]
[3, -4, -2, 3, 0, 1, -1, 2]
[115, 16, -8, 7, 7, 4, -1, -5]
[-33, -23, 35, -16, -7, -9, 6, 6]
[-45, -37, -10, 0, 10, 1, -4, 2]
[34, -2, -18, 15, -4, 1, -8, 3]
[9, 14, 12, 13, -6, 1, 11, -3]
[-11, -18, -4, -5, 6, -1, -4, 2]
[18, 7, 6, -7, -7, 0, 3, 0]
[7, -2, -4, 5, 0, 0, -6, 2]
[148, -29, 26, 3, -24, -3, -2, -2]
[117, 15, 4, 0, -22, 2, 0, -3]
[39, 38, -20, -9, -16, -1, -11, 4]
[23, -8, -9, -8, -6, -4, -7, 1]
[4, -22, 8, -3, -8, 16, -4, 4]
[-13, 5, 3, 9, -4, 7, -7, 3]
[0, -4, 7, 8, -2, 3, -1, 3]
[1, 1, 7, 1, -2, -1, -3, -1]
[290, -14, -18, -5, -3, 6, 2, 0]
[121, -49, -4, -9, 9, 4, 6, -4]
[-95, -11, 5, -19, 4, -20, 8, 3]
[-5, 19, -9, -36, 14, -3, -1, -2]
[47, -2, -12, -16, 19, 21, -7, 2]
[-16, -5, -12, 1, -4, 10, -1, -1]
[-20, 7, 1, 11, -3, 1, -1, 0]
[7, -8, 10, 9, -5, -1, 0, -2]
[339, -48, 31, -3, 9, -5, 4, -4]
[79, 27, 65, -1, 19, 2, 1, -4]
[22, -53, 56, 0, 20, -3, 2, -6]
[75, 4, 26, -16, 14, 0, -1, -4]
[14, -30, 37, 4, -3, 4, -4, 2]
[18, -33, 3, -21, -5, -7, 2, -1]
[18, -14, 13, -2, -20, -2, -2, 2]
[3, 4, -16, 7, -2, 2, -2, 0]
[676, -72, -16, -14, -10, 0, -4, 0]
[526, -176, -22, -23, -7, -3, -7, 1]
[311, 22, -56, -10, -2, -2, -3, -1]
[45, 122, -5, -28, -1, -1, 3, -3]
[-53, 88, 39, 0, -2, -9, 0, -1]
[-21, 5, 53, 13, 4, -2, 4, -1]
[18, -31, 9, 4, 10, 0, 3, 1]
[4, -17, -9, 4, -4, 3, -1, 1]
[716, 44, 23, -27, 27, -24, 11, -7]
[650, 124, -61, 42, -32, 15, -11, 6]
[330, -87, 26, -29, 21, -14, 7, -4]
[-46, -60, 8, -2, 12, -8, 11, -7]
[-120, -17, 29, -4, -6, 5, -5, 2]
[-38, 40, 12, -8, 11, -9, 9, -5]
[40, 33, -1, 9, -10, 8, -8, 3]
[20, 4, -19, 1, -4, 4, -2, 1]
[1405, -223, -60, -32, -13, -10, -5, -2]
[-153, 9, 55, 31, 30, 19, 4, 4]
[70, 123, 107, 52, 23, 13, 3, 0]
[68, 112, 65, 1, -22, -28, -13, -4]
[42, 48, -1, -39, -40, -15, -3, 1]
[7, -3, -25, -28, -20, 0, 15, -2]
[4, 0, -20, -15, -7, -2, 1, 2]
[-1, -5, -10, -9, 6, 9, 0, 1]
[1672, 12, -7, 9, -1, 4, 0, -1]
[-97, -1, -6, 0, -1, 1, -2, -1]
[-12, 2, 3, -3, -1, -1, 0, 0]
[-6, 0, 5, -3, 1, 0, 1, -1]
[-6, -2, -5, -2, 4, -2, 1, -1]
[-2, -2, 0, 2, 0, 1, 1, 0]
[-2, 0, 1, -1, -3, 0, 0, 1]
[-3, 3, 2, -1, 2, 0, 1, 1]
[1519, 83, -11, -1, -7, 2, 1, 2]
[-99, -13, 7, 5, 2, -1, -2, 0]
[-8, -6, -4, 3, 4, 0, 0, -2]
[-4, 9, -4, -1, -3, 3, 0, 0]
[0, -2, 5, 2, 0, 0, -1, 0]
[-3, 2, -3, 0, -2, 3, 0, 0]
[-1, -3, 4, 1, 1, -1, 0, 0]
[-1, 0, -1, 0, 0, 0, 0, 0]
[1185, 108, -1, 10, -1, 1, 0, 2]
[-78, 10, -7, 0, -1, 2, -1, 1]
[-14, 11, -3, 4, -3, 0, -1, 1]
[-12, -5, -5, -1, 0, 1, 0, 0]
[2, 3, 1, 0, 0, -1, 0, 0]
[-7, -2, -2, -4, 1, -1, 1, -1]
[2, 1, 1, 3, -2, 0, -2, 0]
[-2, -1, -1, 0, 1, -1, 1, -1]
[565, 234, 54, -11, 25, -7, 6, 2]
[-162, -64, 136, 3, -15, 3, -4, -1]
[-17, -42, 11, 58, -4, -19, 9, -8]
[-8, -15, -15, 17, 40, -6, -10, -1]
[-6, -11, -13, 8, 18, 14, 0, -10]
[-6, -2, -4, 0, 5, 13, 10, -9]
[-2, -5, 2, 0, 1, 7, 2, 4]
[-1, -3, -5, -4, -4, -4, 0, 0]
[879, -186, -71, -26, -3, -10, -1, -5]
[25, 57, 6, -3, -3, 0, 4, -2]
[-15, -5, 5, 8, 4, -2, -5, 2]
[-5, 7, 5, -2, 5, -1, -3, -1]
[-2, 2, -4, -2, 0, -1, 1, 0]
[-3, 4, -3, 2, -1, 2, -2, 1]
[2, -3, 0, 0, 0, -3, 1, 0]
[1, 1, 1, -1, 2, 1, 0, 0]
[1177, 71, -59, -55, -18, 11, 1, -6]
[-55, -2, 9, 9, -5, -3, 5, -2]
[-59, -46, 25, 38, 19, 3, 2, 0]
[-10, -8, -7, 1, 3, 1, 0, -1]
[-4, 5, 15, 2, -7, -11, -3, 2]
[5, 4, 1, -4, -2, -1, 0, -2]
[4, 4, -4, -3, 1, -1, -1, 1]
[5, 0, -1, 1, 0, 1, 0, -1]
[852, 78, -2, 10, 4, 4, 0, 1]
[-51, -4, 1, 6, 7, -3, 1, -1]
[-4, 1, 0, 6, 2, -1, 0, 0]
[2, 7, 0, -2, 2, -3, 2, -1]
[1, 1, 2, 5, -2, -1, -1, 1]
[-2, -1, 0, 0, 0, 1, 0, -1]
[1, 1, 0, 0, 0, -1, 1, 0]
[0, 0, 0, -1, 0, 0, 1, 0]
[629, 52, 6, 12, 0, -3, 0, 1]
[-14, -8, 1, 3, -6, 1, -1, 1]
[-10, 2, 2, 2, -1, -2, 0, 0]
[-1, -1, 0, 0, -2, 3, -2, 1]
[-4, -4, 0, -5, 1, 0, 1, 1]
[1, 1, -2, 2, -1, 1, 0, -1]
[-1, 1, 0, -3, 2, 0, 1, -1]
[1, 0, 0, 0, 0, 1, -1, 0]
[477, 82, -101, 61, -16, 0, 9, -4]
[-68, 24, 20, -10, 6, 0, -4, -1]
[-11, 3, -1, -5, 4, -6, 2, 0]
[7, -8, 2, -1, -1, 2, 1, 1]
[2, 2, 10, -7, 2, 1, -4, 1]
[-5, 3, -2, 3, -4, 2, -1, 0]
[1, 1, -1, 0, -2, 2, -3, 1]
[-1, 2, 0, 2, 0, 1, 1, 1]
[184, -27, 0, -21, -2, 1, 1, 0]
[-25, -32, -1, -3, -1, -6, -3, 0]
[33, -7, -1, 2, -3, 4, -4, 0]
[-10, 3, 12, 4, -2, 3, -3, 2]
[-2, 2, -4, 3, 5, 0, 1, 0]
[6, -11, 8, -7, 1, -2, 0, -1]
[2, 3, -8, 0, 2, 0, -1, 0]
[-2, -3, 1, 3, -2, 1, -1, 2]
[325, -23, -11, -19, -14, -4, 12, -4]
[-35, 38, 1, 10, 22, -3, -11, 1]
[4, 15, -13, 5, 4, 2, 4, -1]
[66, -38, -9, 6, -21, 6, 4, 2]
[-63, 11, 32, 7, 32, -9, -11, -1]
[46, 22, -32, -9, -21, 4, 7, 0]
[9, -21, 12, 16, 0, 6, -12, 2]
[-7, 15, 1, -10, 6, 3, 0, -2]
[680, -222, 15, -18, -2, 2, 3, -1]
[-261, 55, 24, 9, 2, 4, 1, -1]
[-50, 25, -1, -10, 2, -5, 3, -1]
[-6, 50, -12, -17, 0, 5, 3, 0]
[18, 3, -13, 2, 0, 1, -1, 1]
[-13, -18, -3, 6, 6, -7, 3, -2]
[9, 17, 3, 0, -1, 0, -1, 1]
[2, -1, -7, -2, 0, -1, 0, -1]
[1309, -146, -8, -9, 0, -5, -1, -1]
[-251, -62, 20, 1, 0, 0, 2, 0]
[-43, 6, 21, 1, -10, -2, -7, 0]
[-17, 8, 2, -11, -6, -2, 1, -2]
[-5, 4, -10, -14, 2, 4, -1, 0]
[-4, 0, 0, -4, 0, 5, 0, 1]
[-2, 2, -5, 2, 1, -2, -2, 0]
[-1, -1, 0, -1, -1, 1, 0, 1]
[1575, 1, -28, -7, -3, 6, 3, 0]
[-69, -35, -2, 1, -1, -3, -2, 1]
[-14, -7, 0, 7, -3, -6, -3, 2]
[-5, -8, -12, -10, 3, 6, 2, 0]
[-6, -2, 4, -2, 1, -2, 0, -1]
[-6, -3, 4, 4, -2, 1, 0, 0]
[-4, 0, 0, -2, 0, -2, 2, 0]
[-2, -1, 1, 1, 0, 0, 0, -1]
[1429, 75, -7, 2, -1, 4, -1, 2]
[-43, 4, 7, -7, 6, -5, 1, -1]
[-4, -8, 4, -10, 3, -4, 1, -1]
[-1, -4, 3, -2, 1, 2, 2, 0]
[2, -2, 4, -1, 1, -3, 0, 0]
[0, -2, 5, -2, 0, 1, 0, -1]
[2, 0, 0, 0, 0, -1, 0, -1]
[-1, 0, 0, 0, 0, 0, 0, -1]
[1267, 70, -22, 10, -4, -1, -4, 1]
[-8, 41, 21, -46, 7, -11, 6, -4]
[7, 3, 50, 1, -17, 3, -4, 2]
[-5, -6, 11, 32, -8, -9, 0, -1]
[-7, -7, 13, -1, 5, 3, -1, 0]
[1, -11, -9, 5, 7, -4, 3, -2]
[-3, -1, 2, -1, -2, 3, -2, 1]
[0, -1, -4, 3, 1, -1, 1, 1]
[1476, -174, -36, -5, -12, 6, -6, 0]
[71, 7, -5, 10, 1, -1, 4, -2]
[-13, 23, 1, -11, 4, -5, -3, 0]
[-4, 3, 3, 5, 0, -1, 5, -1]
[-1, 5, 9, -1, 7, -5, -5, 0]
[4, -3, -3, 2, 0, 6, 2, 0]
[3, -2, -1, -3, 2, -1, -1, 0]
[-5, -1, -1, 0, 1, 1, 2, 0]
[1583, 51, -2, 3, -2, -2, 1, 0]
[-5, 22, 7, 2, 1, 2, -1, -1]
[-9, 1, -4, 0, -1, 2, -3, 0]
[3, -2, 7, 5, -8, 0, -2, 2]
[-6, -3, -3, -2, 5, 2, 0, 0]
[-5, -5, 5, 5, -2, 1, 0, -1]
[1, -1, 0, 0, 2, 1, 0, 0]
[0, -1, 0, 0, -1, -1, 0, 0]
[1327, 84, 15, 2, 4, 4, 5, 0]
[-53, 7, -2, 2, 1, 2, -2, -1]
[-5, -3, 9, -5, 1, -9, 0, 1]
[-8, 5, -3, 4, 3, 1, 2, -3]
[4, -2, 0, -3, 4, 2, -5, 3]
[-8, 0, 4, -1, 4, -2, 5, -3]
[1, 0, -1, -1, 0, 2, -2, 1]
[-1, -1, 1, -2, 2, -2, 1, 0]
[749, 214, 60, -6, 23, -3, -18, 16]
[116, 111, -83, -69, 1, 2, -15, -1]
[-54, -42, -63, 16, 59, 23, 5, 6]
[14, 8, 40, 46, 14, -21, -41, -4]
[0, -37, 16, -50, -40, -7, 0, 33]
[2, 18, -13, 19, 23, 18, 32, 9]
[9, -13, -23, 20, 3, -26, -16, 0]
[11, -8, 7, -1, 13, -13, -7, 15]
[732, -99, 6, -11, 0, -6, -5, -3]
[-59, 7, -6, 0, 7, 3, 6, 1]
[-24, -8, 0, 3, 13, 4, -1, 0]
[17, 17, 2, -12, -9, -14, -12, -3]
[12, 7, -7, -3, -12, -1, -6, 2]
[-2, -15, -6, 1, 3, 13, -1, -1]
[1, 7, 2, -2, -6, -4, -8, 2]
[9, 4, -3, -1, -8, -10, 1, 3]
[1019, -52, -9, -5, -4, -3, 1, -2]
[-76, 12, -5, 1, 3, -5, -1, 4]
[-8, -12, -2, 1, -3, 5, -3, 3]
[-18, -4, 6, 6, 3, 1, 0, -1]
[4, 2, -4, -1, -2, -2, -1, 2]
[-7, -1, 6, 0, 1, 1, -1, -1]
[1, 1, -2, -1, -1, -1, 0, 1]
[-2, 0, 3, 0, 0, 1, -1, 0]
[1045, 36, 1, 2, 1, 1, 2, -2]
[-57, -19, -3, -2, -1, 0, 1, -2]
[-1, -1, -1, 2, 1, -1, -1, 1]
[-9, -4, 0, -1, -1, 0, 1, -3]
[2, -2, 5, 1, -1, 1, -1, 1]
[-3, -4, 2, -1, 1, -1, 1, -1]
[3, 1, 0, -2, 0, -1, 0, 1]
[-2, -2, 0, -2, 0, -1, 0, -1]
[1008, -5, 8, -46, 5, 3, 6, 5]
[-56, -2, -2, -3, 39, -15, 5, -8]
[-8, 11, 4, 13, -10, 0, -11, -1]
[-4, 1, -4, -4, 1, 0, 7, 1]
[1, 0, -4, 5, -4, 2, 4, -3]
[5, -6, 7, -3, -6, 6, -1, 2]
[4, 4, 0, 1, -3, -1, -1, -1]
[3, -1, 1, 0, -1, 2, -1, 1]
[930, 51, 1, 35, -8, 15, -1, 2]
[-43, 12, 13, -4, 13, 16, 11, 1]
[0, -4, 3, 18, 5, -14, -4, 0]
[-13, -8, -3, 16, -1, 6, -6, 2]
[1, -4, 0, -1, 8, -10, -6, 0]
[5, -1, -2, -2, -4, -1, 8, -1]
[6, 2, 1, 0, -2, -2, -4, 1]
[-1, 0, 1, -1, 0, 0, 2, -1]
[716, -88, 200, -133, 58, 5, -5, -15]
[-56, 51, -43, -31, 66, -42, 9, 9]
[10, -24, -12, 45, -41, 16, 6, -5]
[-16, 4, 8, -13, 15, 7, -14, 9]
[-5, 5, -3, 11, 0, -22, 31, -18]
[3, 7, -11, 5, -7, 5, -11, 10]
[-8, 10, -1, 2, -1, 2, 7, -5]
[8, -10, 7, -7, 6, -2, -2, 2]
[875, 478, 267, -139, -227, -63, 63, 97]
[-12, -17, -38, -112, -8, 14, 105, 27]
[-60, -40, 0, 49, 1, -27, -37, -21]
[25, 1, -46, -94, -20, 24, 28, -7]
[-18, 7, 7, 40, 42, 24, -18, -44]
[-12, -10, 37, 35, 9, -16, 26, 37]
[6, 11, 10, 13, -3, 5, 5, 13]
[35, 29, -3, -7, 14, 17, 13, -11]
[93, 16, 29, 27, 22, 17, 11, 3]
[8, 44, 32, 29, 22, 15, 14, 9]
[25, 12, 16, 13, 1, 0, 2, 2]
[-6, 7, 5, -3, 0, -2, -4, -2]
[7, 4, 3, 5, 0, 0, 4, 2]
[-4, 1, -1, -2, 0, 0, -1, -1]
[3, 0, 1, 3, -1, 1, 2, 0]
[-2, 0, 1, 1, -1, 0, 0, 0]
[88, 6, -1, 0, -1, 0, 0, 0]
[-22, -3, -1, -2, 2, -1, 1, -1]
[9, 2, 2, -1, 2, -1, 0, 0]
[-2, -2, 0, -2, 2, -2, 1, -1]
[0, 1, 0, -1, 1, -1, 0, 0]
[-1, -2, 0, 0, 1, 0, 1, -1]
[0, 2, 0, 0, 0, -1, 0, 0]
[0, -1, -1, 1, 0, 0, 0, 0]
[70, 5, 1, 0, 0, 1, 1, 0]
[-6, -7, 0, 0, 0, 0, 0, 0]
[4, 6, 2, -1, 0, 0, 1, 0]
[-2, 0, 1, 1, 0, 1, 1, 0]
[1, -1, -1, 1, 0, 0, -1, 1]
[0, -1, 1, 1, 0, 1, 0, -1]
[1, 1, 1, 0, 0, 0, 0, 0]
[-1, 1, 0, 1, 0, -1, 0, 0]
[64, -1, 0, 1, 0, 1, 1, 1]
[2, -1, 0, 1, -1, 2, -1, 0]
[2, 0, 0, -1, 0, 1, 0, 0]
[1, 2, -1, -1, 0, 0, 0, 0]
[-1, -1, 0, 1, 0, 1, 1, 0]
[1, 2, 2, -1, 0, 2, 0, -1]
[-2, 1, 0, 0, 1, 0, -1, 0]
[0, 0, 0, 0, 0, -1, -1, -2]
[65, 4, 1, -1, -1, 0, 0, 0]
[1, -2, 2, 0, 1, -1, 0, 0]
[0, 1, 1, -1, 0, 0, 0, -1]
[-2, 0, 0, 1, -1, 2, 0, 2]
[-1, -1, 1, -1, 1, 0, 0, 1]
[2, 1, 0, -1, 0, -1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0]
[63, 5, -3, 0, 0, 2, 0, 0]
[0, -1, 2, -1, 1, -2, 1, -1]
[0, -2, -1, 1, 1, 0, 0, 0]
[0, 0, -2, 0, 0, 0, 0, 1]
[0, 0, 2, -2, 1, 0, 1, 0]
[-1, 2, -1, 1, -1, 1, 1, 0]
[1, 0, 1, -1, 2, 0, 0, 0]
[-1, 1, -1, 0, 0, 0, 0, -1]
[66, -6, 0, 1, 2, -4, 1, 0]
[-6, 7, 1, 2, -1, 1, -1, 0]
[2, -3, 0, 2, -1, 1, 0, 1]
[-3, 0, -1, -1, 1, -1, 1, -1]
[2, 1, 2, 1, 0, 1, 0, 0]
[-2, -1, -2, 0, -2, 0, 0, 0]
[1, 1, 0, 0, 0, 0, -1, 1]
[-2, 0, 0, -1, 0, 1, 0, 0]
[78, 13, 7, -1, -8, -4, -5, 1]
[-8, -8, -5, 1, 0, 0, 0, 0]
[2, -1, 1, 3, 3, -3, 0, -1]
[2, 2, 1, -2, -3, 2, -1, -1]
[4, 3, -3, 5, -1, -1, 0, 1]
[0, -1, 1, -3, -1, 1, 0, -1]
[-1, 1, 1, 1, 0, -1, 1, 0]
[-1, -1, 0, 0, -1, 2, 0, 0]
[51, 15, -1, -2, 4, 13, -1, -1]
[3, -5, 2, -5, 3, 1, -1, 2]
[4, 0, 1, 0, 3, 1, 0, -1]
[-1, -2, -1, 0, 2, -5, 3, 0]
[1, -3, 5, -3, -2, 1, 0, -2]
[4, -2, 1, -1, 2, -3, 2, -2]
[0, -2, 1, -3, -1, 0, 0, -1]
[1, -3, 0, -1, 0, -1, 2, 0]
[981, -43, -118, -162, -149, -99, -59, -16]
[-35, -69, -72, -62, -37, 6, 18, 24]
[11, 18, 10, 14, 24, 20, 19, 6]
[-10, 12, -7, -19, -9, 0, 4, 2]
[-7, -5, 0, 0, 4, 5, 13, 2]
[16, -6, -3, -2, -14, -3, -1, 1]
[7, 4, 2, 14, 5, 4, -4, 3]
[-2, 5, -2, -6, -3, -7, -9, 3]
[980, -1, -13, 5, 2, -4, -2, 1]
[27, -7, 5, -30, 14, -3, 7, -4]
[-8, -1, 4, 3, -1, -1, 5, -1]
[-4, 25, -14, -6, -1, 1, 0, -2]
[-2, 6, 1, 2, -4, 2, -1, 1]
[-6, -7, 3, 10, -4, 7, -3, 2]
[5, 6, -6, -7, 1, -4, 1, 0]
[1, -1, 0, -3, 1, 0, 0, 0]
[820, 128, 9, 20, -6, -10, -22, 0]
[258, -162, -28, 5, 0, 32, 8, 10]
[-115, 55, 84, 1, -22, -12, -14, -9]
[12, 34, -95, -18, -3, 21, 11, 18]
[26, -51, 27, 45, -14, -4, -20, -8]
[-17, 0, 40, -61, -7, 7, 16, 8]
[-3, 28, -34, 13, 42, -5, -12, -8]
[-2, -4, -11, 31, -39, 4, 3, 8]
[575, 111, -91, -154, 10, 65, 51, 7]
[365, -30, 51, 63, 48, -39, -54, -23]
[106, -42, 22, 24, -103, -53, 9, 43]
[-58, -48, -30, 0, -50, 38, 18, -4]
[-58, 18, 2, -8, 31, 36, -5, -40]
[-7, 41, 25, -10, 38, 1, 25, 7]
[1, 25, 5, -19, 15, -40, -13, 24]
[-6, -9, -22, -9, 4, -32, -22, 1]
[766, 194, 9, -121, -96, 79, -42, -11]
[123, -65, 61, 14, 114, -11, 39, 11]
[131, -162, -52, 49, -46, -29, -66, 36]
[-75, 76, 11, -35, 15, 3, 0, 15]
[-34, 64, -13, 14, 38, -17, 7, 6]
[-38, 24, 55, -31, -14, 54, -20, 11]
[-3, -29, 11, -33, 23, -21, 3, -8]
[22, -49, 29, -18, -26, 20, -16, -7]
[863, -237, 41, 72, -172, -46, 40, -44]
[238, 131, 20, -72, 50, 90, -25, 30]
